pmid
33948244
33937813
33785181
33778721
33735069
33733218
33733216
33733202
33733193
33733182
33733152
33733124
33693420
33693419
33693398
33679715
33659949
33632415
33627972
33623737
33585563
33584660
33569373
33568979
33554111
33552135
33551784
33521637
33519600
33511330
33510640
33509373
33509372
33509371
33509368
33509366
33501338
33501307
33501168
33500754
33490920
33485296
33476063
33468305
33458608
33447598
33443081
33442551
33437151
33431041
33431024
33426010
33425679
33425253
33418514
33412425
33410425
33409270
33408594
33396754
33396740
33396434
33392139
33385700
33385619
33384840
33384838
33383867
33383831
33383423
33383297
33383256
33382986
33381570
33381440
33375710
33375658
33375609
33374969
33374478
33374270
33374181
33372625
33371386
33364579
33362867
33362861
33362384
33360622
33360497
33358195
33358138
33353986
33347838
33344334
33343782
33341601
33340690
33340123
33340009
33337337
33333829
33330127
33329090
33328300
33327400
33326953
33325829
33323492
33319174
33317961
33316137
33313059
33311940
33309305
33307463
33307283
33307272
33304463
33304450
33303419
33302517
33299440
33299275
33297436
33295676
33294870
33294867
33294256
33294134
33293292
33291859
33291844
33291301
33291266
33290820
33290771
33290527
33288953
33286958
33285855
33284779
33282401
33278409
33271399
33270183
33270029
33269107
33266128
33260881
33260412
33260343
33259944
33256133
33256107
33255705
33255668
33255489
33254082
33253918
33253326
33252345
33248809
33247802
33246838
33245914
33245088
33243455
33242721
33242635
33242563
33242537
33240726
33240470
33240317
33237824
33235943
33232845
33230875
33227439
33224516
33222226
33222032
33221420
33220532
33220267
33217963
33217660
33215079
33211357
33210822
33207552
33207461
33205139
33205132
33205106
33205097
33204501
33202354
33202280
33200995
33199854
33198233
33196915
33194711
33193667
33193532
33192663
33192435
33189866
33188785
33186867
33185950
33184585
33182824
33182638
33180692
33178623
33175480
33176311
33173516
33169338
33167561
33167558
33165729
33165308
33163152
33162926
33162885
33160516
33160514
33160513
33160512
33159918
33159692
33159244
33157093
33156423
33156361
33154949
33153682
33151420
33148398
33147836
33145991
33145087
33143137
33142863
33141088
33140591
33139966
33139614
33139605
33136182
33135368
33134890
33133423
33131715
33130528
33129349
33127296
33126123
33120976
33120974
33120345
33120319
33120200
33120126
33118431
33118327
33117669
33117259
33117114
33115272
33114254
33110340
33106154
33101385
33098140
33098123
33096595
33094899
33094613
33094391
33094213
33093807
33092893
33088903
33088156
33086465
33085787
33083571
33080488
33074628
33073257
33073256
33072513
33071738
33071613
33071481
33070881
33070540
33068919
33066636
33065754
33065195
33063054
33062908
33059823
33059822
33059819
33059367
33059075
33044239
33043272
33042915
33042325
33041533
33040399
33039573
33039428
33039027
33039003
33039002
33039001
33038999
33038998
33038997
33038996
33038995
33038994
33038993
33038992
33038991
33038981
33037949
33037325
33035522
33034769
33033576
33029222
33028042
33027147
33024393
33022947
33022628
33019765
33015372
33015010
33014031
33013638
33012648
33010852
33010735
33009150
33006800
33006667
33006425
33006018
33005629
33004526
33000556
33000054
32998213
32996518
32996368
32996149
32995981
32994889
32994452
32994368
32994289
32993652
32989410
32987202
32984921
32983950
32983527
32981888
32980785
32980438
32979542
32978734
32978286
32977139
32974930
32974382
32973876
32972444
32972036
32971981
32971255
32970997
32969051
32968541
32967993
32967266
32964109
32962932
32962078
32961909
32961749
32961306
32960410
32959233
32957598
32955675
32954550
32952403
32950874
32948476
32946413
32946272
32944070
32942236
32941995
32941248
32937683
32936770
32936673
32936088
32935376
32933862
32931932
32931022
32930431
32928475
32925312
32924178
32922515
32921526
32921304
32920050
32920005
32918159
32917886
32917408
32916943
32916652
32916179
32915503
32915223
32912543
32912474
32911665
32908491
32908264
32906819
32906056
32905873
32905155
32904333
32903956
32903110
32896771
32891632
32888635
32888634
32888472
32884217
32876837
32873989
32873936
32873407
32872562
32871426
32871186
32866909
32866134
32865001
32864782
32864600
32862251
32859549
32854412
32852654
32849924
32848206
32841628
32837980
32837454
32836901
32834612
32833571
32830044
32827173
32825928
32825520
32824342
32823322
32823318
32823316
32823315
32823311
32823307
32822545
32821856
32821854
32821348
32819849
32816167
32809857
32803154
32802272
32802024
32800297
32799353
32797983
32797044
32793285
32792177
32792129
32785796
32784652
32784445
32783626
32783560
32783147
32781750
32781665
32778984
32777930
32776259
32774791
32771905
32771864
32770165
32768685
32768446
32767227
32767134
32766229
32765975
32765399
32763886
32763775
32763220
32762970
32761550
32760624
32757950
32754606
32754171
32750971
32749209
32745966
32740678
32740044
32738777
32735493
32735452
32734172
32733918
32733875
32729531
32729465
32729254
32728877
32728875
32728829
32728518
32728381
32726074
32725781
32722605
32721487
32717108
32715371
32715351
32715331
32713447
32713443
32713088
32711142
32709998
32709958
32708785
32707839
32706710
32706688
32706670
32704420
32704419
32704411
32702587
32699250
32699100
32697964
32695795
32695678
32694345
32694325
32694266
32692273
32691219
32682191
32679583
32676206
32674040
32673788
32672961
32671229
32670710
32670510
32670474
32669685
32668634
32668442
32665978
32664491
32663517
32657885
32656188
32655344
32655294
32655293
32655135
32654970
32652384
32652309
32652095
32648130
32648059
32647932
32647917
32647898
32647386
32645448
32644061
32642182
32639061
32637935
32637301
32637044
32637040
32635375
32633921
32634717
32634438
32633615
32632888
32632670
32631256
32631041
32629327
32628863
32627972
32626645
32625083
32623625
32622833
32622173
32621201
32621068
32620005
32618714
32618431
32617720
32617334
32617332
32617080
32615232
32612866
32612756
32612753
32610220
32607906
32607629
32605325
32605178
32605077
32604065
32603804
32602844
32602650
32602593
32602066
32601582
32600802
32600638
32600636
32600633
32599515
32596957
32596403
32596246
32594605
32594407
32594406
32589980
32587159
32584780
32583141
32582539
32581758
32581642
32580330
32579720
32578340
32578067
32576276
32575560
32570374
32568489
32567390
32567255
32566759
32563708
32562154
32562100
32561444
32561299
32560091
32560074
32559068
32558902
32552005
32547805
32547596
32545768
32542455
32541594
32537842
32536431
32532762
32532187
32529700
32528977
32528777
32525020
32522530
32520786
32520404
32518043
32517801
32517778
32517304
32515148
32514649
32514496
32514380
32513061
32512174
32511198
32510252
32510054
32509998
32506273
32504192
32503819
32500471
32500035
32499001
32498995
32495652
32487891
32487887
32486411
32484920
32482370
32481542
32479253
32479180
32475607
32472247
32472189
32468528
32468523
32466283
32463370
32462093
32457844
32457178
32452701
32451639
32449232
32446113
32439080
32437828
32437744
32435959
32434436
32434014
32434009
32429394
32429287
32428608
32425581
32424281
32424119
32420327
32418724
32418341
32418340
32418338
32418337
32418336
32418335
32417653
32416782
32414188
32413821
32411818
32410553
32410356
32408531
32407044
32408309
32405554
32403240
32396837
32395545
32394199
32394100
32393820
32393561
32393540
32391171
32389272
32388726
32387803
32384762
32380203
32378359
32378163
32374075
32373125
32372937
32370835
32367456
32365645
32364202
32363543
32361380
32359808
32358210
32357923
32357816
32356548
32355335
32354020
32353725
32351968
32351543
32349877
32349232
32348823
32347446
32346642
32344674
32340618
32339630
32339122
32337704
32336400
32334372
32333084
32331327
32326049
32325045
32324706
32324659
32324658
32324388
32323066
32322599
32318338
32318028
32317574
32317161
32316682
32315515
32315260
32313813
32313006
32311376
32305325
32305218
32305024
32304429
32302888
32299466
32298457
32296743
32296706
32294230
32293466
32290639
32285013
32281460
32279157
32276469
32276442
32274856
32272169
32271281
32269464
32269329
32266827
32265157
32258124
32257670
32257027
32256422
32255249
32253623
32253595
32251707
32250986
32250525
32250332
32250086
32250084
32249351
32249208
32246300
32245523
32244919
32244292
32244257
32243801
32240773
32240163
32239350
32238826
32235273
32233691
32232112
32231270
32229465
32228387
32228365
32226594
32226593
32220387
32218708
32217160
32216134
32215849
32215571
32213317
32211130
32207586
32207266
32205581
32204390
32201388
32201286
32201044
32197324
32196135
32195886
32195365
32193643
32192349
32187757
32185167
32180833
32175423
32173518
32171918
32168002
32167235
32165361
32164862
32164861
32164853
32164200
32162711
32162398
32158767
32156226
32155930
32154629
32150991
32143918
32141963
32141423
32141255
32140203
32140182
32139886
32138567
32138284
32135196
32133724
32133344
32132323
32128929
32128792
32128436
32127291
32127174
32124415
32116995
32115658
32114857
32113754
32112907
32112901
32111636
32111372
32109428
